Attrition;Business Travel;CF_age band;CF_attrition label;Department;Education Field;emp no;Employee Number;Gender;Job Role;Marital Status;Over Time;Over18;Training Times Last Year;Age;CF_current Employee;Daily Rate;Distance From Home;Education;Employee Count;Environment Satisfaction;Hourly Rate;Job Involvement;Job Level;Job Satisfaction;Monthly Income;Monthly Rate;Num Companies Worked;Percent Salary Hike;Performance Rating;Relationship Satisfaction;Standard Hours;Stock Option Level;Total Working Years;Work Life Balance;Years At Company;Years In Current Role;Years Since Last Promotion;Years With Curr Manager
Yes;Travel_Rarely;35 - 44;Ex-Employees;R&D;Life Sciences;STAFF-858;858;Male;Research Scientist;Single;Yes;Y;4;44;0;1097;10;Master's Degree;1;3;96;3;1;3;2936;10826;1;11;3;3;80;0;6;3;6;4;0;2
No;Travel_Rarely;45 - 54;Current Employees;R&D;Medical;STAFF-859;859;Female;Manager;Divorced;No;Y;6;53;1;1223;7;Associates Degree;1;4;50;3;5;3;18606;18640;3;18;3;2;80;1;26;3;7;7;4;7
No;Travel_Rarely;25 - 34;Current Employees;R&D;Life Sciences;STAFF-860;860;Female;Research Scientist;Married;Yes;Y;2;29;1;942;15;High School;1;2;69;1;1;4;2168;26933;0;18;3;1;80;1;6;2;5;4;1;3
Yes;Travel_Frequently;Under 25;Ex-Employees;R&D;Life Sciences;STAFF-861;861;Male;Research Scientist;Married;Yes;Y;5;22;0;1256;3;Master's Degree;1;3;48;2;1;4;2853;4223;0;11;3;2;80;1;1;3;0;0;0;0
No;Travel_Rarely;45 - 54;Current Employees;Sales;Marketing;STAFF-862;862;Female;Manager;Married;No;Y;2;46;1;1402;2;Bachelor's Degree;1;3;69;3;4;1;17048;24097;8;23;4;1;80;0;28;3;26;15;15;9
No;Non-Travel;35 - 44;Current Employees;R&D;Life Sciences;STAFF-863;863;Male;Research Scientist;Single;No;Y;3;44;1;111;17;Bachelor's Degree;1;4;74;1;1;3;2290;4279;2;13;3;4;80;0;6;3;0;0;0;0
No;Travel_Rarely;25 - 34;Current Employees;HR;Human Resources;STAFF-864;864;Male;Human Resources;Married;No;Y;2;33;1;147;2;Bachelor's Degree;1;2;99;3;1;3;3600;8429;1;13;3;4;80;1;5;3;5;4;1;4
Yes;Non-Travel;35 - 44;Ex-Employees;R&D;Life Sciences;STAFF-865;865;Male;Research Scientist;Divorced;No;Y;2;41;0;906;5;Associates Degree;1;1;95;2;1;1;2107;20293;6;17;3;1;80;1;5;1;1;0;0;0
No;Travel_Rarely;25 - 34;Current Employees;Sales;Life Sciences;STAFF-866;866;Male;Sales Executive;Divorced;No;Y;3;30;1;1329;29;Master's Degree;1;3;61;3;2;1;4115;13192;8;19;3;3;80;3;8;3;4;3;0;3
No;Travel_Frequently;35 - 44;Current Employees;Sales;Medical;STAFF-867;867;Male;Sales Executive;Married;No;Y;2;40;1;1184;2;Master's Degree;1;2;62;3;2;2;4327;25440;5;12;3;4;80;3;5;3;0;0;0;0
No;Travel_Frequently;45 - 54;Current Employees;R&D;Medical;STAFF-868;868;Female;Manager;Married;No;Y;3;50;1;1421;2;Bachelor's Degree;1;4;30;3;4;1;17856;9490;2;22;4;3;80;1;32;3;2;2;2;2
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-869;869;Male;Laboratory Technician;Married;No;Y;2;28;1;1179;19;Master's Degree;1;4;78;2;1;1;3196;12449;1;12;3;3;80;3;6;3;6;5;3;3
No;Travel_Rarely;45 - 54;Current Employees;R&D;Life Sciences;STAFF-870;870;Male;Research Director;Married;No;Y;2;46;1;1450;15;Associates Degree;1;4;52;3;5;2;19081;10849;5;11;3;1;80;1;25;3;4;2;0;3
No;Travel_Rarely;35 - 44;Current Employees;Sales;Life Sciences;STAFF-871;871;Male;Sales Executive;Married;Yes;Y;2;35;1;1361;17;Master's Degree;1;3;94;3;2;1;8966;21026;3;15;3;4;80;3;15;3;7;7;1;7
Yes;Travel_Rarely;Under 25;Ex-Employees;R&D;Life Sciences;STAFF-872;872;Female;Laboratory Technician;Married;No;Y;3;24;0;984;17;Associates Degree;1;4;97;3;1;2;2210;3372;1;13;3;1;80;1;1;1;1;0;0;0
No;Travel_Frequently;25 - 34;Current Employees;Sales;Medical;STAFF-873;873;Female;Sales Executive;Married;No;Y;3;33;1;1146;25;Bachelor's Degree;1;2;82;3;2;3;4539;4905;1;12;3;1;80;1;10;2;10;7;0;1
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-874;874;Male;Laboratory Technician;Divorced;No;Y;4;36;1;917;6;Master's Degree;1;3;60;1;1;3;2741;6865;1;14;3;3;80;1;7;3;7;7;1;7
No;Travel_Rarely;25 - 34;Current Employees;R&D;Life Sciences;STAFF-875;875;Male;Laboratory Technician;Divorced;No;Y;4;30;1;853;7;Master's Degree;1;3;49;3;2;3;3491;11309;1;13;3;1;80;3;10;2;10;7;8;9
No;Travel_Rarely;35 - 44;Current Employees;R&D;Other;STAFF-876;876;Male;Research Scientist;Single;No;Y;3;44;1;200;29;Master's Degree;1;4;32;3;2;4;4541;7744;1;25;4;2;80;0;20;3;20;11;13;17
No;Travel_Rarely;Under 25;Current Employees;Sales;Marketing;STAFF-877;877;Male;Sales Representative;Single;No;Y;2;20;1;654;21;Bachelor's Degree;1;3;43;4;1;4;2678;5050;1;17;3;4;80;0;2;3;2;1;2;2
No;Travel_Rarely;45 - 54;Current Employees;R&D;Technical Degree;STAFF-878;878;Male;Manufacturing Director;Divorced;No;Y;3;46;1;150;2;Master's Degree;1;4;60;3;2;4;7379;17433;2;11;3;3;80;1;12;2;6;3;1;4
No;Non-Travel;35 - 44;Current Employees;HR;Medical;STAFF-879;879;Male;Human Resources;Married;No;Y;3;42;1;179;2;Doctoral Degree;1;4;79;4;2;1;6272;12858;7;16;3;1;80;1;10;4;4;3;0;3
No;Travel_Rarely;Over 55;Current Employees;Sales;Marketing;STAFF-880;880;Male;Sales Executive;Divorced;Yes;Y;3;60;1;696;7;Master's Degree;1;2;52;4;2;4;5220;10893;0;18;3;2;80;1;12;3;11;7;1;9
No;Travel_Frequently;25 - 34;Current Employees;R&D;Other;STAFF-881;881;Female;Laboratory Technician;Married;No;Y;2;32;1;116;13;Bachelor's Degree;1;3;77;2;1;2;2743;7331;1;20;4;3;80;1;2;3;2;2;2;2
No;Travel_Frequently;25 - 34;Current Employees;R&D;Life Sciences;STAFF-882;882;Female;Research Scientist;Single;Yes;Y;2;32;1;1316;2;Associates Degree;1;4;38;3;2;3;4998;2338;4;14;3;4;80;0;10;3;8;7;0;7
No;Travel_Rarely;35 - 44;Current Employees;R&D;Technical Degree;STAFF-883;883;Female;Manufacturing Director;Divorced;Yes;Y;2;36;1;363;1;Bachelor's Degree;1;3;77;1;3;1;10252;4235;2;21;4;3;80;1;17;3;7;7;7;7
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-884;884;Male;Research Scientist;Married;No;Y;5;33;1;117;9;Bachelor's Degree;1;1;60;3;1;4;2781;6311;0;13;3;2;80;1;15;3;14;10;4;10
No;Travel_Rarely;35 - 44;Current Employees;Sales;Technical Degree;STAFF-885;885;Female;Sales Executive;Divorced;No;Y;2;40;1;107;10;Bachelor's Degree;1;2;84;2;2;2;6852;11591;7;12;3;2;80;1;7;4;5;1;1;3
No;Travel_Rarely;25 - 34;Current Employees;Sales;Life Sciences;STAFF-886;886;Male;Sales Executive;Single;No;Y;4;25;1;1356;10;Master's Degree;1;3;57;3;2;4;4950;20623;0;14;3;2;80;0;5;3;4;3;1;1
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-887;887;Male;Research Scientist;Married;Yes;Y;2;30;1;1465;1;Bachelor's Degree;1;4;63;3;1;2;3579;9369;0;21;4;1;80;1;12;3;11;9;5;7
No;Travel_Frequently;35 - 44;Current Employees;R&D;Medical;STAFF-888;888;Female;Research Director;Married;Yes;Y;6;42;1;458;26;Doctoral Degree;1;1;60;3;3;1;13191;23281;3;17;3;3;80;0;20;3;1;0;0;0
No;Non-Travel;35 - 44;Current Employees;Sales;Marketing;STAFF-889;889;Female;Sales Executive;Married;Yes;Y;6;35;1;1212;8;Associates Degree;1;3;78;2;3;4;10377;13755;4;11;3;2;80;1;16;2;13;2;4;12
No;Travel_Rarely;25 - 34;Current Employees;R&D;Life Sciences;STAFF-890;890;Male;Research Scientist;Married;Yes;Y;3;27;1;1103;14;Bachelor's Degree;1;1;42;3;1;1;2235;14377;1;14;3;4;80;2;9;2;9;7;6;8
No;Travel_Frequently;45 - 54;Current Employees;R&D;Life Sciences;STAFF-891;891;Female;Manufacturing Director;Divorced;No;Y;2;54;1;966;1;Master's Degree;1;4;53;3;3;3;10502;9659;7;17;3;1;80;1;33;1;5;4;1;4
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-892;892;Female;Research Scientist;Married;No;Y;5;44;1;1117;2;High School;1;1;72;4;1;4;2011;19982;1;13;3;4;80;1;10;3;10;5;7;7
Yes;Non-Travel;Under 25;Ex-Employees;R&D;Medical;STAFF-893;893;Female;Research Scientist;Single;Yes;Y;2;19;0;504;10;Bachelor's Degree;1;1;96;2;1;2;1859;6148;1;25;4;2;80;0;1;4;1;1;0;0
No;Travel_Rarely;25 - 34;Current Employees;R&D;Life Sciences;STAFF-894;894;Female;Research Scientist;Divorced;No;Y;5;29;1;1010;1;Bachelor's Degree;1;1;97;3;1;4;3760;5598;1;15;3;1;80;3;3;3;3;2;1;2
No;Travel_Rarely;45 - 54;Current Employees;R&D;Life Sciences;STAFF-895;895;Male;Research Director;Married;No;Y;2;54;1;685;3;Bachelor's Degree;1;4;85;3;4;4;17779;23474;3;14;3;1;80;0;36;3;10;9;0;9
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-896;896;Male;Healthcare Representative;Married;Yes;Y;2;31;1;1332;11;Associates Degree;1;3;80;3;2;1;6833;17089;1;12;3;4;80;0;6;2;6;5;0;1
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-897;897;Female;Healthcare Representative;Single;No;Y;2;31;1;1062;24;Bachelor's Degree;1;3;96;2;2;1;6812;17198;1;19;3;2;80;0;10;3;10;9;1;8
No;Travel_Rarely;Over 55;Current Employees;Sales;Life Sciences;STAFF-898;898;Female;Sales Executive;Single;No;Y;2;59;1;326;3;Bachelor's Degree;1;3;48;2;2;4;5171;16490;5;17;3;4;80;0;13;3;6;1;0;5
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-899;899;Male;Research Director;Married;No;Y;2;43;1;920;3;Bachelor's Degree;1;3;96;1;5;4;19740;18625;3;14;3;2;80;1;25;3;8;7;0;7
No;Travel_Rarely;45 - 54;Current Employees;R&D;Medical;STAFF-900;900;Male;Manager;Married;No;Y;2;49;1;1098;4;Associates Degree;1;1;85;2;5;3;18711;12124;2;13;3;3;80;1;23;4;1;0;0;0
No;Travel_Frequently;35 - 44;Current Employees;R&D;Technical Degree;STAFF-901;901;Male;Research Scientist;Married;No;Y;2;36;1;469;3;Bachelor's Degree;1;3;46;3;1;2;3692;9256;1;12;3;3;80;0;12;2;11;10;0;7
No;Travel_Rarely;45 - 54;Current Employees;R&D;Technical Degree;STAFF-902;902;Male;Laboratory Technician;Single;No;Y;4;48;1;969;2;Associates Degree;1;4;76;4;1;2;2559;16620;5;11;3;3;80;0;7;2;1;0;0;0
No;Travel_Rarely;25 - 34;Current Employees;R&D;Life Sciences;STAFF-903;903;Male;Research Scientist;Divorced;No;Y;2;27;1;1167;4;Associates Degree;1;1;76;3;1;3;2517;3208;1;11;3;2;80;3;5;3;5;3;0;3
No;Travel_Rarely;25 - 34;Current Employees;R&D;Life Sciences;STAFF-904;904;Male;Healthcare Representative;Divorced;Yes;Y;2;29;1;1329;7;Bachelor's Degree;1;3;82;3;2;4;6623;4204;1;11;3;2;80;2;6;3;6;0;1;0
No;Travel_Rarely;45 - 54;Current Employees;R&D;Life Sciences;STAFF-905;905;Male;Research Director;Single;No;Y;3;48;1;715;1;Bachelor's Degree;1;4;76;2;5;4;18265;8733;6;12;3;3;80;0;25;4;1;0;0;0
No;Travel_Rarely;25 - 34;Current Employees;R&D;Life Sciences;STAFF-906;906;Female;Research Director;Divorced;No;Y;2;29;1;694;1;Bachelor's Degree;1;4;87;2;4;4;16124;3423;3;14;3;2;80;2;9;2;7;7;1;7
No;Travel_Rarely;25 - 34;Current Employees;R&D;Technical Degree;STAFF-907;907;Female;Research Scientist;Married;No;Y;5;34;1;1320;20;Bachelor's Degree;1;3;89;4;1;3;2585;21643;0;17;3;4;80;0;2;2;1;0;0;0
No;Travel_Rarely;35 - 44;Current Employees;Sales;Marketing;STAFF-908;908;Male;Manager;Married;No;Y;5;44;1;1099;5;Bachelor's Degree;1;2;88;3;5;2;18213;8751;7;11;3;3;80;1;26;3;22;9;3;10
No;Travel_Rarely;25 - 34;Current Employees;Sales;Marketing;STAFF-909;909;Male;Sales Executive;Divorced;Yes;Y;3;33;1;536;10;Doctoral Degree;1;4;82;4;3;3;8380;21708;0;14;3;4;80;2;10;3;9;8;0;8
No;Travel_Rarely;Under 25;Current Employees;R&D;Life Sciences;STAFF-910;910;Female;Research Scientist;Single;Yes;Y;2;19;1;265;25;Bachelor's Degree;1;2;57;4;1;4;2994;21221;1;12;3;4;80;0;1;3;1;0;0;1
No;Travel_Rarely;Under 25;Current Employees;R&D;Life Sciences;STAFF-911;911;Male;Research Scientist;Married;No;Y;2;23;1;373;1;Associates Degree;1;4;47;3;1;3;1223;16901;1;22;4;4;80;1;1;3;1;0;0;1
Yes;Travel_Frequently;25 - 34;Ex-Employees;Sales;Life Sciences;STAFF-912;912;Male;Sales Representative;Single;Yes;Y;4;25;0;599;24;High School;1;3;73;1;1;4;1118;8040;1;14;3;4;80;0;1;3;1;0;1;0
No;Travel_Rarely;25 - 34;Current Employees;R&D;Life Sciences;STAFF-913;913;Male;Research Scientist;Single;Yes;Y;2;26;1;583;4;Associates Degree;1;3;53;3;1;4;2875;9973;1;20;4;2;80;0;8;2;8;5;2;2
Yes;Travel_Rarely;45 - 54;Ex-Employees;Sales;Marketing;STAFF-914;914;Female;Manager;Single;Yes;Y;2;45;0;1449;2;Bachelor's Degree;1;1;94;1;5;2;18824;2493;2;16;3;1;80;0;26;3;24;10;1;11
No;Non-Travel;Over 55;Current Employees;R&D;Medical;STAFF-915;915;Male;Healthcare Representative;Divorced;Yes;Y;3;55;1;177;8;High School;1;4;37;2;4;2;13577;25592;1;15;3;4;80;1;34;3;33;9;15;0
Yes;Travel_Frequently;Under 25;Ex-Employees;R&D;Life Sciences;STAFF-916;916;Female;Laboratory Technician;Single;No;Y;2;21;0;251;10;Associates Degree;1;1;45;2;1;3;2625;25308;1;20;4;3;80;0;2;1;2;2;2;2
No;Travel_Rarely;45 - 54;Current Employees;Sales;Marketing;STAFF-917;917;Female;Manager;Married;No;Y;2;46;1;168;4;Associates Degree;1;4;33;2;5;2;18789;9946;2;14;3;3;80;1;26;3;11;4;0;8
No;Travel_Rarely;25 - 34;Current Employees;Sales;Marketing;STAFF-918;918;Female;Sales Executive;Single;Yes;Y;3;34;1;131;2;Bachelor's Degree;1;3;86;3;2;1;4538;6039;0;12;3;4;80;0;4;3;3;2;0;2
No;Travel_Frequently;45 - 54;Current Employees;Sales;Life Sciences;STAFF-919;919;Male;Manager;Divorced;Yes;Y;5;51;1;237;9;Bachelor's Degree;1;4;83;3;5;2;19847;19196;4;24;4;1;80;1;31;2;29;10;11;10
No;Travel_Rarely;Over 55;Current Employees;R&D;Medical;STAFF-920;920;Male;Manufacturing Director;Single;No;Y;6;59;1;1429;18;Master's Degree;1;4;67;3;3;4;10512;20002;6;12;3;4;80;0;25;2;9;7;5;4
No;Travel_Frequently;25 - 34;Current Employees;R&D;Medical;STAFF-921;921;Female;Laboratory Technician;Divorced;No;Y;2;34;1;135;19;Bachelor's Degree;1;3;46;3;2;2;4444;22534;4;13;3;3;80;2;15;4;11;8;5;10
No;Travel_Frequently;25 - 34;Current Employees;R&D;Medical;STAFF-922;922;Male;Laboratory Technician;Single;Yes;Y;2;28;1;791;1;Master's Degree;1;4;44;3;1;3;2154;6842;0;11;3;3;80;0;5;2;4;2;0;2
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-923;923;Male;Manager;Divorced;No;Y;4;44;1;1199;4;Associates Degree;1;3;92;4;5;1;19190;17477;1;14;3;4;80;2;26;2;25;9;14;13
No;Travel_Frequently;25 - 34;Current Employees;HR;Life Sciences;STAFF-924;924;Male;Human Resources;Married;No;Y;5;34;1;648;11;Bachelor's Degree;1;3;56;2;2;2;4490;21833;4;11;3;4;80;2;14;4;10;9;1;8
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-925;925;Male;Research Scientist;Married;Yes;Y;3;35;1;735;6;High School;1;3;66;3;1;3;3506;6020;0;14;3;4;80;0;4;3;3;2;2;2
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-926;926;Female;Research Scientist;Married;Yes;Y;2;42;1;603;7;Master's Degree;1;2;78;4;2;2;2372;5628;6;16;3;4;80;0;18;3;1;0;0;0
No;Travel_Rarely;35 - 44;Current Employees;Sales;Marketing;STAFF-927;927;Female;Sales Executive;Single;No;Y;3;43;1;531;4;Master's Degree;1;4;56;2;3;4;10231;20364;3;14;3;4;80;0;23;4;21;7;15;17
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-928;928;Female;Manufacturing Director;Single;Yes;Y;2;36;1;429;2;Master's Degree;1;3;53;3;2;2;5410;2323;9;11;3;4;80;0;18;3;16;14;5;12
Yes;Travel_Rarely;35 - 44;Ex-Employees;R&D;Medical;STAFF-929;929;Female;Healthcare Representative;Married;No;Y;2;44;0;621;15;Bachelor's Degree;1;1;73;3;3;4;7978;14075;1;11;3;4;80;1;10;3;10;7;0;5
No;Travel_Frequently;25 - 34;Current Employees;R&D;Life Sciences;STAFF-930;930;Male;Laboratory Technician;Married;Yes;Y;2;28;1;193;2;Bachelor's Degree;1;4;52;2;1;4;3867;14222;1;12;3;2;80;1;2;3;2;2;2;2
No;Travel_Frequently;45 - 54;Current Employees;R&D;Medical;STAFF-931;931;Female;Laboratory Technician;Single;No;Y;6;51;1;968;6;Associates Degree;1;2;40;2;1;3;2838;4257;0;14;3;2;80;0;8;2;7;0;7;7
No;Non-Travel;25 - 34;Current Employees;R&D;Medical;STAFF-932;932;Female;Manufacturing Director;Single;Yes;Y;3;30;1;879;9;Associates Degree;1;3;72;3;2;3;4695;12858;7;18;3;3;80;0;10;3;8;4;1;7
Yes;Travel_Rarely;25 - 34;Ex-Employees;R&D;Technical Degree;STAFF-933;933;Female;Laboratory Technician;Divorced;Yes;Y;2;29;0;806;7;Bachelor's Degree;1;2;39;3;1;3;3339;17285;3;13;3;1;80;2;10;3;7;7;7;7
No;Travel_Rarely;25 - 34;Current Employees;R&D;Technical Degree;STAFF-934;934;Male;Research Scientist;Single;No;Y;2;28;1;640;1;Bachelor's Degree;1;4;84;3;1;1;2080;4732;2;11;3;2;80;0;5;2;3;2;1;2
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-935;935;Female;Research Scientist;Single;No;Y;3;25;1;266;1;Bachelor's Degree;1;4;40;3;1;2;2096;18830;1;18;3;4;80;0;2;2;2;2;2;1
No;Travel_Rarely;25 - 34;Current Employees;Sales;Medical;STAFF-936;936;Male;Sales Executive;Married;No;Y;4;32;1;604;8;Bachelor's Degree;1;3;56;4;2;4;6209;11693;1;15;3;3;80;2;10;4;10;7;0;8
No;Travel_Frequently;45 - 54;Current Employees;R&D;Medical;STAFF-937;937;Female;Manager;Single;No;Y;4;45;1;364;25;Bachelor's Degree;1;2;83;3;5;2;18061;13035;3;22;4;3;80;0;22;3;0;0;0;0
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-938;938;Female;Manager;Divorced;Yes;Y;4;39;1;412;13;Master's Degree;1;3;94;2;4;2;17123;17334;6;13;3;4;80;2;21;3;19;9;15;2
No;Travel_Rarely;Over 55;Current Employees;R&D;Life Sciences;STAFF-939;939;Male;Research Scientist;Divorced;No;Y;3;58;1;848;23;Master's Degree;1;1;88;3;1;3;2372;26076;1;12;3;4;80;2;2;3;2;2;2;2
Yes;Travel_Rarely;25 - 34;Ex-Employees;R&D;Life Sciences;STAFF-940;940;Male;Laboratory Technician;Married;No;Y;3;32;0;1089;7;Associates Degree;1;4;79;3;2;3;4883;22845;1;18;3;1;80;1;10;3;10;4;1;1
Yes;Travel_Rarely;35 - 44;Ex-Employees;R&D;Medical;STAFF-941;941;Male;Research Scientist;Single;No;Y;2;39;0;360;23;Bachelor's Degree;1;3;93;3;1;1;3904;22154;0;13;3;1;80;0;6;3;5;2;0;3
No;Travel_Rarely;25 - 34;Current Employees;R&D;Technical Degree;STAFF-942;942;Female;Laboratory Technician;Married;No;Y;6;30;1;1138;6;Bachelor's Degree;1;1;48;2;2;4;4627;23631;0;12;3;1;80;1;10;3;9;2;6;7
No;Travel_Rarely;35 - 44;Current Employees;R&D;Technical Degree;STAFF-943;943;Female;Healthcare Representative;Married;No;Y;0;36;1;325;10;Master's Degree;1;4;63;3;3;3;7094;5747;3;12;3;1;80;0;10;3;7;7;1;7
No;Travel_Rarely;45 - 54;Current Employees;HR;Life Sciences;STAFF-944;944;Female;Human Resources;Single;No;Y;3;46;1;991;1;Associates Degree;1;4;44;3;1;1;3423;22957;6;12;3;3;80;0;10;4;7;6;5;7
No;Non-Travel;25 - 34;Current Employees;R&D;Life Sciences;STAFF-945;945;Female;Laboratory Technician;Married;No;Y;6;28;1;1476;1;Bachelor's Degree;1;3;55;1;2;4;6674;16392;0;11;3;1;80;3;10;3;9;8;7;5
No;Travel_Rarely;45 - 54;Current Employees;R&D;Life Sciences;STAFF-946;946;Female;Research Director;Married;Yes;Y;2;50;1;1322;28;Bachelor's Degree;1;4;43;3;4;1;16880;22422;4;11;3;2;80;0;25;3;3;2;1;2
Yes;Travel_Rarely;35 - 44;Ex-Employees;Sales;Marketing;STAFF-947;947;Male;Sales Executive;Single;Yes;Y;2;40;0;299;25;Master's Degree;1;4;57;2;3;2;9094;17235;2;12;3;3;80;0;9;3;5;4;1;0
Yes;Travel_Rarely;45 - 54;Ex-Employees;Sales;Life Sciences;STAFF-948;948;Male;Sales Executive;Single;Yes;Y;2;52;0;1030;5;Bachelor's Degree;1;2;64;3;3;2;8446;21534;9;19;3;3;80;0;10;2;8;7;7;7
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-949;949;Female;Manager;Married;Yes;Y;2;30;1;634;17;Master's Degree;1;2;95;3;3;1;11916;25927;1;23;4;4;80;2;9;3;9;1;0;8
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-950;950;Male;Manufacturing Director;Single;No;Y;6;39;1;524;18;Associates Degree;1;1;32;3;2;3;4534;13352;0;11;3;1;80;0;9;3;8;7;1;7
No;Non-Travel;25 - 34;Current Employees;Sales;Life Sciences;STAFF-951;951;Female;Sales Executive;Divorced;Yes;Y;5;31;1;587;2;Master's Degree;1;4;57;3;3;3;9852;8935;1;19;3;1;80;1;10;2;10;8;9;6
No;Non-Travel;35 - 44;Current Employees;Sales;Medical;STAFF-952;952;Male;Sales Executive;Single;No;Y;4;41;1;256;10;Associates Degree;1;3;40;1;2;2;6151;22074;1;13;3;1;80;0;19;3;19;2;11;9
Yes;Travel_Frequently;25 - 34;Ex-Employees;Sales;Life Sciences;STAFF-953;953;Female;Sales Representative;Single;Yes;Y;2;31;0;1060;1;Bachelor's Degree;1;4;54;3;1;2;2302;8319;1;11;3;1;80;0;3;4;3;2;2;2
Yes;Travel_Rarely;35 - 44;Ex-Employees;R&D;Life Sciences;STAFF-954;954;Male;Laboratory Technician;Married;No;Y;4;44;0;935;3;Bachelor's Degree;1;1;89;3;1;1;2362;14669;4;12;3;3;80;0;10;4;3;2;1;2
No;Non-Travel;35 - 44;Current Employees;R&D;Life Sciences;STAFF-955;955;Male;Manager;Married;Yes;Y;3;42;1;495;2;High School;1;3;37;3;4;3;17861;26582;0;13;3;4;80;0;21;2;20;8;2;10
No;Travel_Rarely;Over 55;Current Employees;R&D;Medical;STAFF-956;956;Female;Manager;Married;No;Y;5;55;1;282;2;Associates Degree;1;4;58;1;5;3;19187;6992;4;14;3;4;80;1;23;3;19;9;9;11
No;Travel_Rarely;Over 55;Current Employees;HR;Life Sciences;STAFF-957;957;Male;Manager;Single;No;Y;4;56;1;206;8;Master's Degree;1;4;99;3;5;2;19717;4022;6;14;3;1;80;0;36;3;7;3;7;7
No;Non-Travel;35 - 44;Current Employees;R&D;Life Sciences;STAFF-958;958;Male;Research Scientist;Divorced;No;Y;0;40;1;458;16;Associates Degree;1;3;74;3;1;3;3544;8532;9;16;3;2;80;1;6;3;4;2;0;0
No;Travel_Rarely;25 - 34;Current Employees;R&D;Life Sciences;STAFF-959;959;Male;Healthcare Representative;Divorced;No;Y;0;34;1;943;9;Bachelor's Degree;1;4;86;3;3;4;8500;5494;0;11;3;4;80;1;10;2;9;7;1;6
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-960;960;Male;Research Scientist;Single;No;Y;4;40;1;523;2;Bachelor's Degree;1;3;98;3;2;4;4661;22455;1;13;3;3;80;0;9;3;9;8;8;8
No;Travel_Frequently;35 - 44;Current Employees;Sales;Marketing;STAFF-961;961;Female;Sales Executive;Divorced;No;Y;2;41;1;1018;1;Bachelor's Degree;1;3;66;3;2;1;4103;4297;0;17;3;4;80;1;10;3;9;3;1;7
No;Travel_Frequently;35 - 44;Current Employees;R&D;Life Sciences;STAFF-962;962;Male;Research Scientist;Single;Yes;Y;3;35;1;482;4;Master's Degree;1;3;87;3;2;3;4249;2690;1;11;3;2;80;0;9;3;9;6;1;1
No;Travel_Rarely;45 - 54;Current Employees;HR;Life Sciences;STAFF-963;963;Male;Manager;Divorced;Yes;Y;2;51;1;770;5;Bachelor's Degree;1;3;84;3;4;2;14026;17588;1;11;3;2;80;1;33;3;33;9;0;10
No;Travel_Rarely;35 - 44;Current Employees;Sales;Life Sciences;STAFF-964;964;Female;Sales Executive;Divorced;No;Y;3;38;1;1009;2;Associates Degree;1;2;31;3;2;1;6893;19461;3;15;3;4;80;1;11;3;7;7;1;7
No;Travel_Rarely;25 - 34;Current Employees;Sales;Medical;STAFF-965;965;Female;Sales Executive;Single;No;Y;6;34;1;507;15;Associates Degree;1;3;66;3;2;1;6125;23553;1;12;3;4;80;0;10;4;10;8;9;6
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-966;966;Male;Laboratory Technician;Married;No;Y;6;25;1;882;19;High School;1;4;67;3;1;4;3669;9075;3;11;3;3;80;3;7;2;3;2;1;2
Yes;Travel_Rarely;Over 55;Ex-Employees;R&D;Medical;STAFF-967;967;Female;Manufacturing Director;Married;Yes;Y;0;58;0;601;7;Master's Degree;1;3;53;2;3;1;10008;12023;7;14;3;4;80;0;31;2;10;9;5;9
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-968;968;Male;Laboratory Technician;Married;No;Y;3;40;1;329;1;Master's Degree;1;2;88;3;1;2;2387;6762;3;22;4;3;80;1;7;3;4;2;0;3
No;Travel_Frequently;35 - 44;Current Employees;Sales;Marketing;STAFF-969;969;Female;Sales Executive;Married;No;Y;2;36;1;607;7;Bachelor's Degree;1;1;83;4;2;1;4639;2261;2;16;3;4;80;1;17;2;15;7;6;13
